AssignID,EmpID,ProjectID,Role,HoursWorked
47050,9278,118,Developer,206
47051,5686,152,Business Analyst,151
47052,1151,205,Developer,24
47053,1473,224,Developer,108
47054,6014,428,QA Engineer,35
47055,9736,202,Tech Lead,137
47056,90,218,Developer,201
47057,4132,354,Project Manager,107
47058,178,342,QA Engineer,111
47059,1024,104,Tech Lead,148
47060,5607,386,Project Manager,138
47061,7897,451,Tech Lead,168
47062,8377,246,Business Analyst,155
47063,2944,159,Project Manager,196
47064,958,144,Tech Lead,101
47065,7090,240,Tech Lead,104
47066,2458,188,Tech Lead,27
47067,6240,410,Business Analyst,147
47068,8332,275,Business Analyst,140
47069,3118,384,Developer,155
47070,5007,198,Developer,57
47071,9023,135,QA Engineer,60
47072,3411,1,Tech Lead,115
47073,373,94,Business Analyst,125
47074,8571,466,QA Engineer,151
47075,3416,266,Business Analyst,121
47076,4468,253,Business Analyst,195
47077,4606,496,QA Engineer,121
47078,2639,179,Project Manager,48
47079,10000,291,Project Manager,188
47080,8552,425,QA Engineer,160
47081,198,273,Business Analyst,208
47082,3159,35,Project Manager,142
47083,5901,251,Tech Lead,136
47084,4662,159,Tech Lead,114
47085,7554,95,QA Engineer,206
47086,2097,32,QA Engineer,60
47087,2251,327,Tech Lead,95
47088,526,198,Project Manager,190
47089,2366,317,QA Engineer,172
47090,6716,247,Project Manager,173
47091,2388,278,Tech Lead,53
47092,7373,485,Business Analyst,46
47093,5483,57,Project Manager,77
47094,9006,27,QA Engineer,18
47095,5290,222,Project Manager,123
47096,7044,337,Business Analyst,196
47097,2674,13,Business Analyst,196
47098,5426,386,Developer,47
47099,7902,163,QA Engineer,156
47100,722,315,Project Manager,154
47101,1808,129,Business Analyst,196
47102,546,432,Tech Lead,166
47103,5701,421,Project Manager,82
47104,457,443,QA Engineer,132
47105,9571,462,Project Manager,182
47106,9452,456,Developer,88
47107,5023,53,Tech Lead,64
47108,5361,481,Business Analyst,147
47109,5030,112,QA Engineer,133
47110,2345,13,Tech Lead,202
47111,341,284,Project Manager,177
47112,5912,275,Developer,90
47113,4079,116,Business Analyst,124
47114,7253,433,Business Analyst,181
47115,8871,129,Tech Lead,71
47116,2450,411,QA Engineer,99
47117,8072,165,Tech Lead,205
47118,5270,491,Project Manager,68
47119,4432,482,Business Analyst,140
47120,9899,484,Project Manager,10
47121,3320,318,Tech Lead,35
47122,8487,198,QA Engineer,50
47123,1832,30,Tech Lead,20
47124,2451,325,Developer,145
47125,4455,29,Developer,81
47126,9106,379,Project Manager,88
47127,6548,312,Tech Lead,88
47128,7128,148,Tech Lead,153
47129,2069,209,Tech Lead,208
47130,2109,154,Tech Lead,177
47131,7826,38,QA Engineer,10
47132,9395,436,Developer,30
47133,3807,336,QA Engineer,83
47134,4424,12,Tech Lead,113
47135,3676,6,Developer,199
47136,8433,287,Project Manager,147
47137,1934,1,Developer,101
47138,1466,212,QA Engineer,120
47139,7015,331,Developer,95
47140,2335,459,Tech Lead,144
47141,6903,334,Developer,176
47142,2288,358,Developer,123
47143,1473,143,Developer,53
47144,4089,183,QA Engineer,26
47145,1719,97,QA Engineer,199
47146,6304,58,QA Engineer,171
47147,4411,317,Project Manager,37
47148,7221,242,QA Engineer,187
47149,6185,330,Tech Lead,148
47150,330,37,Business Analyst,27
47151,8804,140,QA Engineer,64
47152,5766,158,QA Engineer,197
47153,7841,50,QA Engineer,202
47154,3074,148,Business Analyst,37
47155,730,465,Project Manager,81
47156,3282,333,Business Analyst,138
47157,7756,237,Business Analyst,19
47158,5202,265,Business Analyst,20
47159,4395,112,Project Manager,195
47160,6326,322,Tech Lead,53
47161,6192,248,Developer,137
47162,7163,432,QA Engineer,146
47163,8697,279,Project Manager,23
47164,191,36,QA Engineer,65
47165,4724,202,Project Manager,152
47166,5535,343,Business Analyst,154
47167,4975,225,Tech Lead,178
47168,6053,345,QA Engineer,56
47169,8845,290,Project Manager,146
47170,69,3,Business Analyst,159
47171,5784,463,QA Engineer,92
47172,9814,296,Developer,45
47173,7188,194,Business Analyst,41
47174,1131,85,Developer,90
47175,1887,376,Business Analyst,176
47176,656,198,QA Engineer,122
47177,8261,265,Business Analyst,152
47178,1020,18,Tech Lead,207
47179,6502,80,QA Engineer,90
47180,2118,455,Developer,161
47181,4093,453,Business Analyst,97
47182,2988,393,Developer,128
47183,206,392,Business Analyst,50
47184,8387,377,Tech Lead,173
47185,6137,136,Project Manager,150
47186,9126,264,Developer,191
47187,8740,311,Tech Lead,181
47188,4219,331,Business Analyst,25
47189,6640,354,Developer,11
47190,9263,58,QA Engineer,174
47191,1195,235,QA Engineer,45
47192,4135,122,Project Manager,200
47193,3824,349,Tech Lead,178
47194,6971,81,Developer,98
47195,4956,387,Project Manager,155
47196,1926,175,Developer,178
47197,3689,70,Business Analyst,69
47198,5178,116,Tech Lead,27
47199,7221,114,QA Engineer,99
47200,5261,390,Tech Lead,76
47201,4157,485,Business Analyst,102
47202,5015,425,Project Manager,28
47203,4815,350,Project Manager,175
47204,9689,119,Developer,88
47205,9332,233,Project Manager,145
47206,3504,179,QA Engineer,48
47207,4411,36,Business Analyst,177
47208,7698,120,QA Engineer,199
47209,2068,203,QA Engineer,143
47210,5333,304,Business Analyst,58
47211,6297,461,Tech Lead,204
47212,3549,455,Business Analyst,157
47213,6047,134,Project Manager,36
47214,815,275,Tech Lead,163
47215,8754,239,Tech Lead,163
47216,1882,143,QA Engineer,117
47217,2950,457,Tech Lead,17
47218,9297,247,Tech Lead,143
47219,9251,299,QA Engineer,24
47220,1013,247,Developer,80
47221,1009,450,Tech Lead,90
47222,4658,57,Project Manager,135
47223,4716,212,Developer,37
47224,3180,297,Developer,145
47225,2180,412,Business Analyst,160
47226,3761,140,Tech Lead,207
47227,4379,54,Developer,13
47228,9006,132,Tech Lead,66
47229,7921,277,Project Manager,63
47230,7307,423,Tech Lead,25
47231,7866,474,Developer,203
47232,5906,469,Business Analyst,15
47233,5191,496,Project Manager,16
47234,5885,253,QA Engineer,47
47235,2388,215,Tech Lead,97
47236,6121,244,Project Manager,17
47237,4703,266,Project Manager,167
47238,4908,51,Developer,28
47239,4315,63,Business Analyst,105
47240,6764,408,Tech Lead,107
47241,8472,24,Project Manager,125
47242,3730,33,Project Manager,139
47243,4758,257,Developer,134
47244,7796,337,Tech Lead,88
47245,4198,110,Project Manager,70
47246,10000,4,QA Engineer,85
47247,2199,376,Project Manager,50
47248,1653,112,QA Engineer,179
47249,1677,141,Business Analyst,59
47250,3896,476,Developer,174
47251,9945,249,QA Engineer,17
47252,6893,22,Tech Lead,108
47253,5109,309,Project Manager,112
47254,7859,194,Project Manager,183
47255,2991,320,Tech Lead,12
47256,3712,282,Developer,104
47257,9921,454,Developer,150
47258,1535,238,Developer,60
47259,1402,135,Project Manager,198
47260,5326,463,Tech Lead,192
47261,1926,270,Business Analyst,80
47262,5939,18,Business Analyst,118
47263,1006,268,QA Engineer,82
47264,6579,55,Business Analyst,32
47265,1554,360,Tech Lead,193
47266,7950,260,Tech Lead,193
47267,294,282,Tech Lead,185
47268,191,29,Project Manager,49
47269,4198,26,Tech Lead,156
47270,794,302,Tech Lead,63
47271,2803,256,Business Analyst,79
47272,870,386,Tech Lead,150
47273,7790,395,Developer,178
47274,473,20,Project Manager,178
47275,4638,248,Project Manager,86
47276,4595,206,Project Manager,202
47277,2896,21,Tech Lead,110
47278,8189,264,QA Engineer,133
47279,4911,463,Developer,88
47280,4937,39,Project Manager,103
47281,7123,238,Developer,27
47282,411,384,QA Engineer,35
47283,751,154,Project Manager,25
47284,7870,220,Business Analyst,79
47285,6591,330,Business Analyst,187
47286,6247,387,QA Engineer,61
47287,2257,71,QA Engineer,193
47288,7704,462,Developer,134
47289,8101,190,Developer,90
47290,214,351,Business Analyst,111
47291,7699,199,QA Engineer,93
47292,3085,261,Business Analyst,189
47293,4866,158,Project Manager,128
47294,4179,366,Project Manager,170
47295,3176,245,QA Engineer,174
47296,6909,8,Project Manager,23
47297,7589,39,Business Analyst,89
47298,5595,305,Developer,122
47299,5549,121,Project Manager,40
47300,5560,331,Business Analyst,199
47301,9365,393,Project Manager,63
47302,2310,71,Project Manager,64
47303,7021,120,Tech Lead,172
47304,1163,411,QA Engineer,151
47305,3492,273,Tech Lead,205
47306,9422,78,Business Analyst,88
47307,3762,40,Developer,180
47308,7929,81,Tech Lead,114
47309,4900,50,Tech Lead,77
47310,8512,454,Project Manager,204
47311,198,174,Business Analyst,116
47312,9068,301,QA Engineer,202
47313,3164,15,Business Analyst,178
47314,5566,46,Business Analyst,14
47315,7375,410,Business Analyst,95
47316,663,28,Project Manager,145
47317,3546,446,Business Analyst,38
47318,2384,497,Tech Lead,202
47319,8805,387,Tech Lead,197
47320,838,20,Project Manager,98
47321,6346,361,Developer,148
47322,294,153,Project Manager,208
47323,1307,145,Business Analyst,115
47324,2392,210,QA Engineer,40
47325,6586,272,QA Engineer,14
47326,1407,358,QA Engineer,164
47327,3613,133,Project Manager,18
47328,4716,130,Business Analyst,86
47329,5460,145,Tech Lead,207
47330,295,60,Tech Lead,137
47331,2002,261,Developer,133
47332,2951,460,Business Analyst,44
47333,5681,421,Developer,97
47334,9572,299,Project Manager,40
47335,1185,482,Tech Lead,15
47336,3214,167,Business Analyst,79
47337,9255,281,Business Analyst,134
47338,6743,274,Business Analyst,141
47339,3043,488,QA Engineer,193
47340,4333,103,QA Engineer,16
47341,4064,361,QA Engineer,98
47342,1877,6,Developer,170
47343,7574,14,Developer,199
47344,4501,245,Project Manager,19
47345,410,473,Developer,63
47346,3184,351,QA Engineer,169
47347,4830,196,Developer,27
47348,8715,426,Tech Lead,105
47349,6642,112,Developer,31
47350,6791,394,Developer,45
47351,1737,339,Developer,104
47352,4107,109,Tech Lead,85
47353,5770,427,Tech Lead,13
47354,8313,135,QA Engineer,120
47355,1578,493,Tech Lead,159
47356,4276,345,Business Analyst,50
47357,2834,273,Developer,202
47358,958,263,QA Engineer,117
47359,1976,203,Business Analyst,132
47360,3381,228,Project Manager,130
47361,4825,469,Project Manager,43
47362,4700,10,Tech Lead,14
47363,3878,341,Business Analyst,145
47364,1849,452,Business Analyst,48
47365,1641,337,Tech Lead,17
47366,3141,134,Tech Lead,111
47367,7177,486,Project Manager,88
47368,5721,481,Tech Lead,165
47369,3123,55,Developer,14
47370,2469,397,QA Engineer,24
47371,5818,438,Developer,149
47372,6027,291,QA Engineer,61
47373,2493,71,QA Engineer,190
47374,660,385,QA Engineer,46
47375,7277,117,QA Engineer,104
47376,1731,247,QA Engineer,107
47377,8559,295,QA Engineer,27
47378,2555,258,Business Analyst,73
47379,6406,116,QA Engineer,102
47380,1874,335,Tech Lead,128
47381,9001,336,QA Engineer,134
47382,9175,210,QA Engineer,150
47383,2965,276,Developer,128
47384,2177,348,Developer,135
47385,2588,187,Tech Lead,84
47386,4587,355,Business Analyst,94
47387,7974,320,Tech Lead,90
47388,5475,111,Developer,154
47389,4561,360,Business Analyst,46
47390,6946,240,Tech Lead,52
47391,2679,227,Project Manager,76
47392,1708,68,Business Analyst,165
47393,7653,327,Project Manager,38
47394,5905,359,Project Manager,122
47395,2726,34,QA Engineer,115
47396,1193,402,QA Engineer,129
47397,4333,355,Business Analyst,120
47398,7300,339,Business Analyst,139
47399,3152,325,Developer,168
47400,4866,29,Tech Lead,74
47401,970,13,Developer,149
47402,9465,250,Business Analyst,82
47403,2035,150,Business Analyst,15
47404,3595,454,QA Engineer,73
47405,2040,92,QA Engineer,168
47406,4161,495,Project Manager,168
47407,8102,119,Tech Lead,16
47408,6174,177,Business Analyst,193
47409,6244,215,Project Manager,197
47410,1863,244,Tech Lead,113
47411,5147,23,Developer,32
47412,6487,226,Tech Lead,125
47413,7734,116,Project Manager,156
47414,3708,192,Developer,134
47415,2874,365,Project Manager,96
47416,8747,234,Developer,55
47417,7754,421,Tech Lead,74
47418,3855,149,Developer,91
47419,4941,434,Business Analyst,91
47420,3835,119,Tech Lead,201
47421,3855,174,QA Engineer,191
47422,2090,346,Business Analyst,170
47423,295,190,Business Analyst,187
47424,6358,30,QA Engineer,55
47425,9811,476,Tech Lead,207
47426,7558,290,Business Analyst,85
47427,7876,235,Developer,44
47428,6883,99,Business Analyst,186
47429,709,323,Business Analyst,149
47430,3074,54,Project Manager,143
47431,7473,267,QA Engineer,71
47432,2279,448,QA Engineer,173
47433,7032,340,Tech Lead,58
47434,7937,25,Developer,114
47435,325,289,Business Analyst,103
47436,7177,96,Project Manager,163
47437,6315,307,Project Manager,89
47438,3434,143,Project Manager,161
47439,7242,39,Tech Lead,110
47440,6019,244,QA Engineer,150
47441,412,17,QA Engineer,133
47442,4718,24,Business Analyst,86
47443,6082,305,Tech Lead,56
47444,3658,384,QA Engineer,168
47445,7749,17,Developer,145
47446,5024,168,Project Manager,21
47447,2750,311,Business Analyst,150
47448,8501,102,Developer,141
47449,6015,326,Tech Lead,54
47450,900,334,Business Analyst,190
47451,3460,310,Project Manager,59
47452,7250,353,Project Manager,70
47453,1067,266,Business Analyst,23
47454,2303,491,Tech Lead,118
47455,126,131,Business Analyst,25
47456,410,423,Project Manager,199
47457,5024,160,Project Manager,55
47458,4543,375,Business Analyst,62
47459,2687,133,Business Analyst,171
47460,9602,114,QA Engineer,57
47461,7729,398,Business Analyst,80
47462,2450,444,Project Manager,64
47463,518,91,Project Manager,148
47464,3881,334,Tech Lead,151
47465,9263,83,QA Engineer,205
47466,2370,451,Business Analyst,64
47467,5281,154,Business Analyst,206
47468,8849,471,Business Analyst,163
47469,6941,360,Developer,185
47470,8747,97,QA Engineer,152
47471,8824,70,QA Engineer,19
47472,5803,470,QA Engineer,169
47473,5065,98,Project Manager,125
47474,5461,203,Tech Lead,91
47475,6946,117,Project Manager,134
47476,6754,109,Business Analyst,115
47477,8451,209,Business Analyst,76
47478,7919,456,Developer,178
47479,5784,453,Project Manager,90
47480,3692,277,Tech Lead,146
47481,1765,486,QA Engineer,89
47482,6994,225,Project Manager,72
47483,1048,29,Developer,201
47484,3432,134,Developer,186
47485,7311,389,QA Engineer,206
47486,9561,451,Business Analyst,64
47487,2927,231,Developer,173
47488,2275,38,Business Analyst,45
47489,6692,138,QA Engineer,102
47490,9442,427,Project Manager,61
47491,6319,159,Tech Lead,137
47492,3613,64,Project Manager,102
47493,3908,331,Business Analyst,67
47494,1267,272,Project Manager,145
47495,6476,25,Developer,88
47496,4233,206,QA Engineer,199
47497,8895,315,Developer,111
47498,8213,200,Tech Lead,30
47499,9597,210,Business Analyst,51
47500,9740,498,Business Analyst,90
47501,3393,480,QA Engineer,174
47502,3738,438,Business Analyst,198
47503,3598,159,Developer,62
47504,6626,331,Developer,75
47505,8275,421,Project Manager,130
47506,3171,180,Developer,181
47507,4724,467,Developer,195
47508,3865,328,Business Analyst,115
47509,8088,396,Project Manager,109
47510,4257,153,Developer,77
47511,8493,189,Business Analyst,173
47512,9395,442,Tech Lead,158
47513,4500,364,Business Analyst,194
47514,155,435,Developer,33
47515,6888,154,Tech Lead,21
47516,3214,266,Business Analyst,44
47517,6421,374,Developer,179
47518,4201,313,Tech Lead,162
47519,3396,282,QA Engineer,175
47520,143,208,Tech Lead,66
47521,8389,363,Tech Lead,194
47522,1201,314,Tech Lead,115
47523,7680,354,Developer,173
47524,6645,72,Project Manager,18
47525,9916,351,Developer,43
47526,9172,291,Developer,47
47527,6353,70,Project Manager,98
47528,1126,268,Business Analyst,14
47529,3114,286,Business Analyst,88
47530,4455,351,Business Analyst,81
47531,7052,76,Project Manager,191
47532,1163,214,Tech Lead,112
47533,9811,175,QA Engineer,147
47534,411,373,QA Engineer,107
47535,127,483,QA Engineer,48
47536,1347,426,Tech Lead,155
47537,3484,83,Project Manager,126
47538,1813,468,Tech Lead,191
47539,2951,448,Tech Lead,31
47540,3630,449,QA Engineer,202
47541,9113,401,QA Engineer,173
47542,8088,73,Project Manager,71
47543,5821,455,Business Analyst,150
47544,4500,30,QA Engineer,159
47545,1542,36,Developer,26
47546,9287,132,Business Analyst,103
47547,567,410,QA Engineer,33
47548,5334,204,Developer,181
47549,856,218,Developer,206
47550,1118,54,Project Manager,121
47551,341,383,Tech Lead,144
47552,1535,65,Project Manager,126
47553,8270,470,Business Analyst,190
47554,6654,163,Project Manager,48
47555,3332,465,Developer,40
47556,3375,475,QA Engineer,156
47557,8101,246,Project Manager,59
47558,2934,112,Project Manager,21
47559,1937,490,Business Analyst,114
47560,3762,409,Tech Lead,131
47561,6240,92,Developer,31
47562,5629,393,Project Manager,195
47563,4396,149,Tech Lead,50
47564,5929,230,QA Engineer,20
47565,5491,500,QA Engineer,110
47566,8658,239,QA Engineer,198
47567,5333,493,Tech Lead,72
47568,1159,184,Developer,66
47569,9810,451,QA Engineer,105
47570,5179,338,Developer,62
47571,2123,412,Tech Lead,41
47572,5483,325,Business Analyst,144
47573,5416,197,Developer,116
47574,9561,480,Developer,64
47575,5536,124,Project Manager,22
47576,2733,148,Project Manager,104
47577,3005,367,Developer,176
47578,5784,355,Tech Lead,125
47579,8233,228,QA Engineer,82
47580,4432,408,Developer,188
47581,2006,164,Tech Lead,169
47582,8983,425,Tech Lead,135
47583,4405,118,Developer,144
47584,8388,391,Developer,200
47585,8460,363,Business Analyst,208
47586,5278,418,Developer,91
47587,2638,369,QA Engineer,33
47588,438,228,Project Manager,149
47589,9593,243,Business Analyst,184
47590,5640,60,Business Analyst,169
47591,1383,192,Tech Lead,138
47592,6926,313,Developer,143
47593,7261,112,Project Manager,77
47594,2121,389,Developer,204
47595,509,297,Project Manager,67
47596,1166,296,Project Manager,207
47597,15,255,Tech Lead,191
47598,3228,112,Business Analyst,87
47599,6883,38,Business Analyst,55
47600,7123,64,Business Analyst,72
47601,4267,102,QA Engineer,10
47602,5359,435,Tech Lead,156
47603,4388,166,Business Analyst,26
47604,7264,251,Developer,76
47605,7746,191,QA Engineer,201
47606,803,405,Tech Lead,119
47607,2523,123,Tech Lead,29
47608,4169,229,Business Analyst,135
47609,4140,148,QA Engineer,21
47610,3145,164,Business Analyst,113
47611,9106,368,QA Engineer,162
47612,8393,455,QA Engineer,194
47613,400,85,Developer,57
47614,5526,383,Business Analyst,92
47615,1013,436,Business Analyst,86
47616,7996,293,Business Analyst,49
47617,2180,483,Tech Lead,176
47618,2127,304,QA Engineer,116
47619,9324,57,Tech Lead,177
47620,3003,316,Tech Lead,173
47621,2613,2,QA Engineer,196
47622,5191,374,Business Analyst,179
47623,6225,257,Tech Lead,31
47624,5688,70,Project Manager,65
47625,5251,447,Tech Lead,89
47626,4711,424,Developer,139
47627,625,478,Project Manager,146
47628,7987,252,Business Analyst,24
47629,368,457,Project Manager,175
47630,7261,419,Developer,95
47631,5520,353,Tech Lead,92
47632,5325,374,QA Engineer,195
47633,348,199,Tech Lead,50
47634,9755,182,Developer,177
47635,8549,150,Developer,185
47636,2008,340,Developer,111
47637,6655,460,Project Manager,196
47638,2487,57,QA Engineer,196
47639,4041,169,Project Manager,41
47640,9644,232,Developer,60
47641,6185,184,Project Manager,160
47642,2972,252,Developer,35
47643,1958,355,Project Manager,201
47644,8201,37,Tech Lead,174
47645,2901,416,Developer,176
47646,3578,123,Project Manager,151
47647,8072,140,Developer,34
47648,4800,341,Project Manager,136
47649,5724,410,Business Analyst,119
47650,9979,473,Developer,92
47651,7155,318,Business Analyst,208
47652,5304,454,Business Analyst,27
47653,8021,236,QA Engineer,135
47654,3500,379,Developer,188
47655,6955,224,Developer,115
47656,7876,331,QA Engineer,209
47657,492,296,Business Analyst,155
47658,7074,325,Developer,33
47659,4179,295,Tech Lead,48
47660,538,435,QA Engineer,15
47661,7604,34,Business Analyst,53
47662,885,440,Developer,21
47663,9151,238,QA Engineer,200
47664,9569,420,Tech Lead,54
47665,9124,375,QA Engineer,168
47666,7797,192,Developer,44
47667,4726,113,Developer,14
47668,4452,56,Business Analyst,72
47669,4781,275,Project Manager,182
47670,9288,23,Developer,64
47671,7300,109,Tech Lead,21
47672,4969,462,Tech Lead,16
47673,1250,411,Business Analyst,18
47674,4387,202,QA Engineer,172
47675,3114,413,Business Analyst,102
47676,3613,481,Project Manager,129
47677,2896,38,Project Manager,126
47678,3613,10,Tech Lead,209
47679,4216,11,QA Engineer,45
47680,5157,39,Business Analyst,45
47681,3594,75,Business Analyst,60
47682,751,320,QA Engineer,114
47683,6730,278,Developer,188
47684,2934,54,Project Manager,143
47685,7611,348,Business Analyst,88
47686,7790,335,Project Manager,99
47687,8814,325,Project Manager,118
47688,3215,466,Developer,153
47689,4487,136,Project Manager,84
47690,4236,405,Developer,197
47691,1951,402,Project Manager,84
47692,8830,344,Project Manager,125
47693,1850,389,Project Manager,114
47694,2177,68,Project Manager,18
47695,1923,495,QA Engineer,58
47696,6405,167,Project Manager,22
47697,6935,166,Business Analyst,165
47698,5968,24,Project Manager,54
47699,8968,307,Tech Lead,98
47700,8817,198,Tech Lead,152
47701,9669,96,QA Engineer,30
47702,2384,31,Developer,19
47703,2686,396,QA Engineer,143
47704,56,418,Developer,139
47705,7756,148,Business Analyst,90
47706,3808,139,Developer,99
47707,5854,197,Tech Lead,98
47708,8549,196,Tech Lead,42
47709,8233,210,Developer,114
47710,6579,19,Tech Lead,73
47711,1151,353,Project Manager,111
47712,6847,380,Business Analyst,57
47713,2029,163,Project Manager,16
47714,2158,189,Project Manager,119
47715,3894,273,Project Manager,184
47716,8288,134,Business Analyst,170
47717,9932,167,Project Manager,40
47718,7790,288,Developer,57
47719,928,69,Tech Lead,111
47720,3197,71,Tech Lead,110
47721,8577,266,Business Analyst,204
47722,7,387,Tech Lead,143
47723,7066,59,Tech Lead,167
47724,6977,144,QA Engineer,26
47725,3749,302,Project Manager,149
47726,3498,67,Developer,54
47727,8214,5,Tech Lead,155
47728,8451,45,Developer,54
47729,8547,242,Project Manager,72
47730,9316,335,Project Manager,14
47731,958,311,Tech Lead,53
47732,4731,234,Business Analyst,38
47733,9171,192,Developer,165
47734,335,210,Business Analyst,108
47735,6899,21,Tech Lead,15
47736,7339,113,QA Engineer,188
47737,4703,15,Developer,129
47738,7143,303,Developer,193
47739,1764,324,Business Analyst,92
47740,1901,337,QA Engineer,66
47741,2932,101,Developer,132
47742,8493,55,QA Engineer,184
47743,663,261,Business Analyst,103
47744,9303,251,QA Engineer,68
47745,6329,433,Tech Lead,187
47746,3752,337,Project Manager,59
47747,1877,230,Business Analyst,25
47748,3494,163,Business Analyst,179
47749,7876,380,Project Manager,22
47750,2413,449,QA Engineer,117
47751,8081,268,QA Engineer,63
47752,7146,431,Tech Lead,155
47753,1107,79,QA Engineer,98
47754,325,443,Tech Lead,200
47755,1738,103,Developer,201
47756,7853,70,Business Analyst,141
47757,3293,106,Business Analyst,135
47758,282,128,QA Engineer,192
47759,8908,118,Business Analyst,138
47760,1166,314,Tech Lead,52
47761,6014,146,Tech Lead,57
47762,3423,396,Developer,205
47763,3344,117,Developer,126
47764,1625,229,QA Engineer,82
47765,1639,483,QA Engineer,195
47766,4333,144,Tech Lead,100
47767,4662,101,Developer,54
47768,9006,162,Developer,163
47769,4835,277,Business Analyst,150
47770,4502,85,Business Analyst,165
47771,1473,157,Business Analyst,149
47772,1122,12,Tech Lead,184
47773,909,74,QA Engineer,21
47774,1821,449,Tech Lead,77
47775,8924,319,Developer,125
47776,3971,493,Developer,53
47777,2535,249,Project Manager,108
47778,145,80,Project Manager,21
47779,8167,366,Project Manager,42
47780,8027,184,Developer,43
47781,5973,360,QA Engineer,99
47782,2264,276,Project Manager,112
47783,2335,473,QA Engineer,181
47784,9414,222,QA Engineer,133
47785,9854,50,Tech Lead,206
47786,6922,271,QA Engineer,192
47787,4731,381,Tech Lead,81
47788,2249,191,Tech Lead,54
47789,30,269,Developer,191
47790,6729,483,Business Analyst,48
47791,7729,230,Tech Lead,152
47792,8282,361,Tech Lead,88
47793,2721,220,QA Engineer,170
47794,4275,300,Project Manager,146
47795,2395,66,Business Analyst,189
47796,1733,139,Tech Lead,21
47797,3913,68,Developer,167
47798,822,224,Tech Lead,202
47799,2029,459,Developer,139
47800,2535,214,Tech Lead,129
47801,420,166,Tech Lead,170
47802,2597,457,Tech Lead,24
47803,5172,40,Business Analyst,52
47804,4309,190,QA Engineer,29
47805,1213,422,Tech Lead,197
47806,4124,482,QA Engineer,113
47807,3789,220,Tech Lead,154
47808,4340,305,QA Engineer,149
47809,9747,480,Developer,91
47810,6960,405,Developer,93
47811,3863,304,Project Manager,209
47812,7876,6,Tech Lead,105
47813,8171,155,QA Engineer,174
47814,5681,149,Project Manager,33
47815,5697,412,QA Engineer,105
47816,9777,215,Business Analyst,190
47817,9293,268,Business Analyst,25
47818,1267,236,Business Analyst,142
47819,1733,190,QA Engineer,31
47820,5371,314,Developer,142
47821,3598,70,Developer,62
47822,2611,405,Project Manager,79
47823,4452,16,Business Analyst,188
47824,6692,167,Project Manager,123
47825,9729,140,Project Manager,184
47826,5511,162,QA Engineer,126
47827,669,373,Tech Lead,139
47828,6960,274,Business Analyst,47
47829,1625,16,Developer,57
47830,2123,23,QA Engineer,182
47831,4180,8,Project Manager,15
47832,9178,40,Business Analyst,29
47833,1239,21,QA Engineer,108
47834,9386,212,Business Analyst,201
47835,5471,30,Project Manager,138
47836,175,459,QA Engineer,208
47837,7069,188,Business Analyst,115
47838,5133,325,QA Engineer,139
47839,6192,459,Developer,134
47840,1863,360,Project Manager,163
47841,9178,210,Tech Lead,121
47842,5193,233,Business Analyst,92
47843,6278,13,Tech Lead,198
47844,1985,179,Business Analyst,150
47845,3009,16,Developer,24
47846,187,129,Project Manager,33
47847,108,18,Project Manager,12
47848,9785,150,Developer,142
47849,1649,220,Developer,43
47850,8178,492,Tech Lead,163
47851,9839,301,QA Engineer,12
47852,2245,396,Business Analyst,37
47853,9240,446,Business Analyst,180
47854,8795,170,Tech Lead,36
47855,7146,221,Tech Lead,31
47856,6298,155,Developer,180
47857,330,55,Developer,197
47858,3164,383,Project Manager,168
47859,2972,123,Business Analyst,32
47860,4775,9,Developer,127
47861,4315,482,Tech Lead,74
47862,8119,32,Business Analyst,41
47863,8065,331,QA Engineer,17
47864,7372,1,Tech Lead,16
47865,3944,170,Project Manager,125
47866,589,185,Tech Lead,113
47867,1227,423,Developer,142
47868,7707,378,Developer,74
47869,8299,69,Developer,96
47870,3729,359,Developer,19
47871,412,105,QA Engineer,72
47872,3697,154,QA Engineer,199
47873,2350,138,Project Manager,101
47874,9232,175,Project Manager,26
47875,1951,92,Tech Lead,18
47876,3478,339,Developer,170
47877,7981,483,Business Analyst,152
47878,8501,399,Tech Lead,111
47879,1350,307,Business Analyst,94
47880,2040,124,QA Engineer,36
47881,8088,119,QA Engineer,91
47882,4683,179,Project Manager,62
47883,2702,103,QA Engineer,103
47884,5142,392,Tech Lead,98
47885,3420,368,Business Analyst,87
47886,2447,113,QA Engineer,96
47887,3595,480,QA Engineer,152
47888,1796,9,QA Engineer,164
47889,2269,204,Business Analyst,65
47890,5973,407,Project Manager,201
47891,2649,184,Project Manager,187
47892,5513,330,Business Analyst,174
47893,3375,407,Business Analyst,90
47894,9310,387,Project Manager,83
47895,4567,417,QA Engineer,186
47896,5633,100,QA Engineer,10
47897,5042,310,Business Analyst,172
47898,9271,53,Business Analyst,40
47899,1927,450,Developer,153
47900,6131,443,QA Engineer,186
47901,8988,476,Business Analyst,139
47902,9255,375,Business Analyst,99
47903,3504,198,Tech Lead,136
47904,4473,322,QA Engineer,26
47905,6167,201,Business Analyst,200
47906,857,331,Project Manager,174
47907,7339,246,Project Manager,60
47908,8764,173,Tech Lead,188
47909,3272,117,Tech Lead,31
47910,2535,492,Project Manager,180
47911,7472,222,Developer,70
47912,656,313,QA Engineer,185
47913,1476,244,Business Analyst,41
47914,9068,36,Business Analyst,119
47915,1306,72,Tech Lead,105
